document_id,project_id,administrative_sanction,technical_sanction,dpr,work_order,measurement_book,utilization_certificate,completion_certificate,geo_tagged_photos,photo_count,required_document_count,available_document_count,missing_document_ratio
DOC-000661,MPLADS-000661,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000662,MPLADS-000662,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000663,MPLADS-000663,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000664,MPLADS-000664,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000665,MPLADS-000665,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000666,MPLADS-000666,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000667,MPLADS-000667,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000668,MPLADS-000668,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000669,MPLADS-000669,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000670,MPLADS-000670,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000671,MPLADS-000671,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000672,MPLADS-000672,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000673,MPLADS-000673,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000674,MPLADS-000674,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000675,MPLADS-000675,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000676,MPLADS-000676,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000677,MPLADS-000677,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000678,MPLADS-000678,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000679,MPLADS-000679,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000680,MPLADS-000680,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000681,MPLADS-000681,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000682,MPLADS-000682,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000683,MPLADS-000683,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000684,MPLADS-000684,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000685,MPLADS-000685,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000686,MPLADS-000686,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000687,MPLADS-000687,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000688,MPLADS-000688,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000689,MPLADS-000689,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000690,MPLADS-000690,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000691,MPLADS-000691,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000692,MPLADS-000692,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000693,MPLADS-000693,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000694,MPLADS-000694,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000695,MPLADS-000695,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000696,MPLADS-000696,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000697,MPLADS-000697,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000698,MPLADS-000698,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000699,MPLADS-000699,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000700,MPLADS-000700,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000701,MPLADS-000701,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000702,MPLADS-000702,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000703,MPLADS-000703,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000704,MPLADS-000704,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000705,MPLADS-000705,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000706,MPLADS-000706,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000707,MPLADS-000707,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000708,MPLADS-000708,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000709,MPLADS-000709,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000710,MPLADS-000710,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000711,MPLADS-000711,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000712,MPLADS-000712,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000713,MPLADS-000713,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000714,MPLADS-000714,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000715,MPLADS-000715,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000716,MPLADS-000716,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000717,MPLADS-000717,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000718,MPLADS-000718,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000719,MPLADS-000719,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000720,MPLADS-000720,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000721,MPLADS-000721,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000722,MPLADS-000722,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000723,MPLADS-000723,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000724,MPLADS-000724,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000725,MPLADS-000725,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000726,MPLADS-000726,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000727,MPLADS-000727,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000728,MPLADS-000728,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000729,MPLADS-000729,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000730,MPLADS-000730,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000731,MPLADS-000731,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000732,MPLADS-000732,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000733,MPLADS-000733,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000734,MPLADS-000734,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000735,MPLADS-000735,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000736,MPLADS-000736,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000737,MPLADS-000737,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000738,MPLADS-000738,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000739,MPLADS-000739,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000740,MPLADS-000740,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000741,MPLADS-000741,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000742,MPLADS-000742,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000743,MPLADS-000743,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000744,MPLADS-000744,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000745,MPLADS-000745,True,True,True,True,False,True,True,True,7,5,4,0.2
DOC-000746,MPLADS-000746,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000747,MPLADS-000747,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000748,MPLADS-000748,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000749,MPLADS-000749,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000750,MPLADS-000750,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000751,MPLADS-000751,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000752,MPLADS-000752,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000753,MPLADS-000753,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000754,MPLADS-000754,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000755,MPLADS-000755,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000756,MPLADS-000756,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000757,MPLADS-000757,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000758,MPLADS-000758,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000759,MPLADS-000759,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000760,MPLADS-000760,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000761,MPLADS-000761,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000762,MPLADS-000762,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000763,MPLADS-000763,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000764,MPLADS-000764,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000765,MPLADS-000765,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000766,MPLADS-000766,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000767,MPLADS-000767,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000768,MPLADS-000768,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000769,MPLADS-000769,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000770,MPLADS-000770,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000771,MPLADS-000771,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000772,MPLADS-000772,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000773,MPLADS-000773,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000774,MPLADS-000774,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000775,MPLADS-000775,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000776,MPLADS-000776,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000777,MPLADS-000777,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000778,MPLADS-000778,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000779,MPLADS-000779,True,True,True,True,False,True,False,False,0,5,4,0.2
DOC-000780,MPLADS-000780,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000781,MPLADS-000781,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000782,MPLADS-000782,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000783,MPLADS-000783,True,True,True,True,False,True,False,False,0,5,4,0.2
DOC-000784,MPLADS-000784,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000785,MPLADS-000785,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000786,MPLADS-000786,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000787,MPLADS-000787,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000788,MPLADS-000788,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000789,MPLADS-000789,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000790,MPLADS-000790,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000791,MPLADS-000791,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000792,MPLADS-000792,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000793,MPLADS-000793,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000794,MPLADS-000794,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000795,MPLADS-000795,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000796,MPLADS-000796,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000797,MPLADS-000797,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000798,MPLADS-000798,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000799,MPLADS-000799,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000800,MPLADS-000800,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000801,MPLADS-000801,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000802,MPLADS-000802,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000803,MPLADS-000803,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000804,MPLADS-000804,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000805,MPLADS-000805,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000806,MPLADS-000806,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000807,MPLADS-000807,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000808,MPLADS-000808,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000809,MPLADS-000809,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000810,MPLADS-000810,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000811,MPLADS-000811,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000812,MPLADS-000812,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000813,MPLADS-000813,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000814,MPLADS-000814,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000815,MPLADS-000815,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000816,MPLADS-000816,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000817,MPLADS-000817,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000818,MPLADS-000818,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000819,MPLADS-000819,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000820,MPLADS-000820,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000821,MPLADS-000821,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000822,MPLADS-000822,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000823,MPLADS-000823,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000824,MPLADS-000824,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000825,MPLADS-000825,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000826,MPLADS-000826,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000827,MPLADS-000827,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000828,MPLADS-000828,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000829,MPLADS-000829,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000830,MPLADS-000830,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000831,MPLADS-000831,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000832,MPLADS-000832,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000833,MPLADS-000833,True,True,True,True,False,True,True,True,7,5,4,0.2
DOC-000834,MPLADS-000834,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000835,MPLADS-000835,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000836,MPLADS-000836,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000837,MPLADS-000837,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000838,MPLADS-000838,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000839,MPLADS-000839,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000840,MPLADS-000840,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000841,MPLADS-000841,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000842,MPLADS-000842,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000843,MPLADS-000843,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000844,MPLADS-000844,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000845,MPLADS-000845,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000846,MPLADS-000846,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000847,MPLADS-000847,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000848,MPLADS-000848,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000849,MPLADS-000849,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000850,MPLADS-000850,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000851,MPLADS-000851,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000852,MPLADS-000852,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000853,MPLADS-000853,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000854,MPLADS-000854,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000855,MPLADS-000855,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000856,MPLADS-000856,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000857,MPLADS-000857,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000858,MPLADS-000858,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000859,MPLADS-000859,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000860,MPLADS-000860,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000861,MPLADS-000861,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000862,MPLADS-000862,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000863,MPLADS-000863,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000864,MPLADS-000864,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000865,MPLADS-000865,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000866,MPLADS-000866,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000867,MPLADS-000867,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000868,MPLADS-000868,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000869,MPLADS-000869,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000870,MPLADS-000870,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000871,MPLADS-000871,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000872,MPLADS-000872,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000873,MPLADS-000873,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000874,MPLADS-000874,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000875,MPLADS-000875,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000876,MPLADS-000876,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000877,MPLADS-000877,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000878,MPLADS-000878,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000879,MPLADS-000879,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000880,MPLADS-000880,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000881,MPLADS-000881,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000882,MPLADS-000882,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000883,MPLADS-000883,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000884,MPLADS-000884,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000885,MPLADS-000885,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000886,MPLADS-000886,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000887,MPLADS-000887,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000888,MPLADS-000888,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000889,MPLADS-000889,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000890,MPLADS-000890,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000891,MPLADS-000891,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000892,MPLADS-000892,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000893,MPLADS-000893,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000894,MPLADS-000894,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000895,MPLADS-000895,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000896,MPLADS-000896,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000897,MPLADS-000897,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000898,MPLADS-000898,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000899,MPLADS-000899,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000900,MPLADS-000900,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000901,MPLADS-000901,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000902,MPLADS-000902,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000903,MPLADS-000903,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000904,MPLADS-000904,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000905,MPLADS-000905,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000906,MPLADS-000906,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000907,MPLADS-000907,True,True,True,True,False,True,False,False,0,5,4,0.2
DOC-000908,MPLADS-000908,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000909,MPLADS-000909,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000910,MPLADS-000910,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000911,MPLADS-000911,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000912,MPLADS-000912,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000913,MPLADS-000913,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000914,MPLADS-000914,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000915,MPLADS-000915,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000916,MPLADS-000916,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000917,MPLADS-000917,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000918,MPLADS-000918,True,True,True,True,False,True,True,True,5,5,4,0.2
DOC-000919,MPLADS-000919,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000920,MPLADS-000920,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000921,MPLADS-000921,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000922,MPLADS-000922,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000923,MPLADS-000923,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000924,MPLADS-000924,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000925,MPLADS-000925,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000926,MPLADS-000926,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000927,MPLADS-000927,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000928,MPLADS-000928,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000929,MPLADS-000929,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000930,MPLADS-000930,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000931,MPLADS-000931,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000932,MPLADS-000932,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000933,MPLADS-000933,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000934,MPLADS-000934,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000935,MPLADS-000935,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000936,MPLADS-000936,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000937,MPLADS-000937,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000938,MPLADS-000938,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000939,MPLADS-000939,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000940,MPLADS-000940,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000941,MPLADS-000941,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000942,MPLADS-000942,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000943,MPLADS-000943,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000944,MPLADS-000944,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000945,MPLADS-000945,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000946,MPLADS-000946,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000947,MPLADS-000947,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000948,MPLADS-000948,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000949,MPLADS-000949,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000950,MPLADS-000950,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000951,MPLADS-000951,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000952,MPLADS-000952,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000953,MPLADS-000953,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000954,MPLADS-000954,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000955,MPLADS-000955,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000956,MPLADS-000956,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000957,MPLADS-000957,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000958,MPLADS-000958,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000959,MPLADS-000959,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000960,MPLADS-000960,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000961,MPLADS-000961,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000962,MPLADS-000962,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000963,MPLADS-000963,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000964,MPLADS-000964,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000965,MPLADS-000965,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000966,MPLADS-000966,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000967,MPLADS-000967,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000968,MPLADS-000968,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000969,MPLADS-000969,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000970,MPLADS-000970,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000971,MPLADS-000971,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000972,MPLADS-000972,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000973,MPLADS-000973,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000974,MPLADS-000974,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000975,MPLADS-000975,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000976,MPLADS-000976,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000977,MPLADS-000977,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000978,MPLADS-000978,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000979,MPLADS-000979,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000980,MPLADS-000980,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000981,MPLADS-000981,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000982,MPLADS-000982,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000983,MPLADS-000983,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000984,MPLADS-000984,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000985,MPLADS-000985,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000986,MPLADS-000986,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000987,MPLADS-000987,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000988,MPLADS-000988,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000989,MPLADS-000989,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000990,MPLADS-000990,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000991,MPLADS-000991,True,True,True,True,True,True,True,True,3,5,5,0.0
